NC162	NC163	NC164	NC165	NC134	NC135	NC136	NC137	NC138	NC106	NC107	NC108	NC109	NC110	NC73	NC74	NC88	NC89	NC58	NC59	NC43	NC44	NC4	NC13	NC14	NC23	NC24	NC33	NC34	NC3	AppBBS155	AppBBS156	AppBBS183	AppBBS184	AppBBS100	AppBBS127	AppBBS128	AppBBS70	AppBBS85	AppBBS55	BBS170	BBS171	BBS142	BBS113	BBS114	BBS115	BBS7	BBS8	BBS169	BBS143	BBS144	BBS93	BBS77	BBS78	BBS92	BBS62	BBS63	BBS47	BBS48	BBS17	BBS18	BBS27	BBS28	BBS37	BBS38	AppNPH147	AppNPH148	AppNPH149	AppNPH150	AppNPH151	AppNPH152	AppNPH153	AppNPH174	AppNPH175	AppNPH176	AppNPH177	AppNPH178	AppNPH179	AppNPH180	AppNPH181	AppNPH182	AppNPH96	AppNPH97	AppNPH98	AppNPH99	AppNPH118	AppNPH119	AppNPH120	AppNPH121	AppNPH122	AppNPH123	AppNPH124	AppNPH125	AppNPH126	AppNPH69	AppNPH81	AppNPH82	AppNPH83	AppNPH84	AppNPH67	AppNPH68	AppNPH52	AppNPH53	AppNPH54	NPH158	NPH160	NPH133	NPH103	NPH104	NPH105	NPH129	NPH72	NPH86	NPH157	NPH159	NPH161	NPH131	NPH132	NPH101	NPH102	NPH130	NPH71	NPH87	NPH56	NPH57	NPH41	NPH42	NPH2	NPH1	NPH11	NPH12	NPH21	NPH22	NPH31	NPH32	CKD140	CKD166	CKD167	CKD168	CKD141	CKD112	CKD76	CKD91	CKD45	CKD46	CKD25	CKD139	CKD111	CKD75	CKD90	CKD60	CKD61	CKD5	CKD15	CKD16	CKD26	CKD36	T: Genes	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: First.Protein.Description
NaN	12,7643	10,9415	13,664	12,7926	10,9274	12,029	11,3877	10,4427	12,1709	10,0806	13,2222	12,7054	12,0585	12,5891	NaN	13,6924	12,7656	12,3965	12,6454	13,3548	13,3538	NaN	11,7865	NaN	12,672	NaN	12,0425	13,118	12,2419	12,2729	11,2491	12,2103	12,7685	12,3651	10,9508	NaN	12,4622	13,5222	11,1806	12,8562	13,447	13,0725	14,5077	11,6118	12,7733	NaN	13,0031	11,1521	11,3496	11,8197	13,1719	12,9375	12,8851	13,4767	13,021	12,0205	12,1691	12,9758	13,1847	12,2358	14,1254	12,2753	13,9058	12,289	NaN	13,2757	12,5608	12,3291	13,142	11,6828	12,0397	12,8077	12,2579	11,3669	13,0697	NaN	11,6215	11,9702	12,2419	12,1841	13,8072	11,4116	NaN	11,6292	NaN	12,8781	12,848	NaN	11,2525	NaN	15,2266	13,0051	12,1173	12,2074	12,9853	11,923	14,1887	12,5126	12,2847	11,3335	11,9955	NaN	11,856	13,5457	11,7193	11,3285	NaN	11,343	NaN	NaN	13,5238	NaN	13,5781	NaN	12,4792	13,8732	12,5293	14,9488	11,8605	14,4007	NaN	11,8971	11,6383	12,8096	13,3802	13,6504	NaN	NaN	13,045	NaN	13,9616	NaN	12,3017	13,6287	NaN	12,3913	11,4944	NaN	13,4051	12,1394	12,6785	14,4907	NaN	12,2542	14,2657	NaN	12,5313	NaN	14,038	NaN	NaN	NaN	13,3148	NaN	13,007	NaN	IGHV3-64	A0A075B6Q5	A0A075B6Q5	HV364_HUMAN	Immunoglobulin heavy variable 3-64
15,3581	14,9743	15,7793	16,5266	15,9579	14,6907	14,3607	15,4261	13,623	14,2765	13,4498	16,1493	15,8182	14,6529	14,8139	14,5707	16,6781	15,6263	16,3522	15,953	16,4891	15,838	NaN	14,2547	14,2696	14,9266	13,9085	15,7078	15,3499	13,3989	16,3397	13,9423	15,1874	16,2614	16,2173	15,2514	15,9453	15,8798	15,5935	14,768	15,8628	16,9572	16,1046	16,7814	16,5528	16,7688	16,996	17,6335	14,1386	15,4201	15,226	16,5978	15,6684	15,9999	16,5707	15,9447	15,5982	16,2711	16,6805	14,9773	15,3523	17,2491	16,2727	16,0223	14,8858	13,83	15,6373	14,923	15,9916	15,6901	15,4572	15,1764	15,4017	16,1069	15,2875	15,0982	14,3383	14,7025	14,3528	14,8221	15,8643	16,065	14,2967	15,4491	13,9918	13,8252	15,937	16,6655	15,9779	14,9934	13,7678	17,1477	16,9226	16,556	14,311	17,6059	16,5086	16,6384	15,6792	15,0325	15,112	15,2679	14,237	15,1986	15,9373	15,3779	14,246	15,3963	13,9908	14,6482	13,1586	14,899	16,7615	15,5617	17,2935	16,2638	17,0281	16,3985	16,4871	16,5881	17,201	16,8969	16,449	16,059	17,0127	15,8413	16,528	13,1104	17,4949	17,1535	16,3567	16,2773	16,9779	15,2987	17,5593	14,3517	15,6998	14,2516	14,659	16,312	17,6416	15,9931	16,2284	15,3018	16,4922	14,9715	16,8307	17,1446	16,0056	16,2052	15,6188	16,8424	17,6921	16,6185	14,0319	17,8923	15,4093	IGKV2-24;IGKV2D-24	A0A075B6R9;A0A0C4DH68	A0A075B6R9;A0A0C4DH68	KV224_HUMAN;KVD24_HUMAN	Probable non-functional immunoglobulin kappa variable 2D-24
14,4009	12,6394	12,7327	14,2935	14,1245	13,177	14,4123	13,2831	12,0558	11,5485	12,3206	12,724	14,7711	12,7307	NaN	NaN	13,3483	13,8133	12,942	12,581	12,3203	NaN	NaN	12,9092	NaN	15,3169	NaN	12,2144	13,5848	12,8895	13,591	13,4053	13,7666	14,163	14,3079	13,2143	11,9258	12,954	13,6413	13,5279	NaN	15,5695	14,3195	15,1439	13,7038	NaN	15,0429	14,3214	13,5212	12,4863	14,055	15,3549	13,6336	12,5107	14,8686	13,5708	13,3715	14,5952	13,8834	12,5976	11,6983	13,6755	14,308	15,9196	12,9706	13,8741	14,5781	12,2828	14,1584	13,4718	14,2857	11,4911	15,0104	12,9462	13,7745	14,6538	13,5156	13,485	13,5879	NaN	14,7608	13,5187	13,2708	13,0524	12,1827	11,4898	13,0003	14,8789	12,9022	13,7999	11,6411	14,6057	12,731	13,8869	11,6645	16,5034	13,5473	13,631	13,401	12,7243	NaN	12,4343	11,1254	12,553	12,5808	14,0574	13,2888	13,0447	13,7869	11,2774	NaN	13,0342	14,7826	15,8132	13,5303	15,2186	16,1345	15,6796	15,4541	15,8802	14,366	13,8424	13,4266	13,3522	14,6553	14,2946	15,6635	NaN	16,1252	15,2634	14,1288	14,6093	13,9996	13,0473	15,3602	15,2078	13,5929	14,3371	12,8017	15,8825	14,3053	12,9553	15,6301	11,9805	13,8761	NaN	14,7299	14,5016	13,4436	16,2051	14,4082	14,5162	15,7943	14,6244	14,7725	14,1317	14,3878	IGKV2D-29	A0A075B6S2	A0A075B6S2	KVD29_HUMAN	Immunoglobulin kappa variable 2D-29
13,6432	13,0998	14,4776	14,6203	15,0816	12,7993	12,3385	NaN	11,5839	12,7858	NaN	14,8936	14,5688	12,2709	NaN	10,7894	14,2854	12,8291	13,9519	13,8683	14,2168	NaN	NaN	NaN	11,2634	14,7307	NaN	13,6511	NaN	11,7641	14,325	13,076	13,9379	12,2354	14,4715	12,4628	10,3349	10,6915	14,0499	14,1393	15,5973	16,2222	13,5139	17,228	14,8047	16,1377	14,8475	17,0349	13,2083	13,1577	NaN	9,72189	13,1028	NaN	15,206	14,425	13,5795	14,586	15,286	NaN	11,2497	14,3126	14,5834	15,6739	11,5716	12,6011	14,8794	NaN	14,2689	12,5751	13,9708	12,2483	14,1165	14,2024	12,7106	NaN	13,0598	13,1246	12,8011	10,5544	14,5089	NaN	11,9249	NaN	11,4171	10,1445	13,7127	14,7923	11,5985	11,107	11,2949	16,6494	11,7826	14,1247	10,6339	16,2318	15,4907	12,0478	14,212	NaN	NaN	NaN	12,3394	12,3411	14,343	13,5603	NaN	13,5592	12,8419	NaN	NaN	13,1296	14,8946	15,7148	16,2155	16,617	16,135	15,424	14,6281	16,7397	17,0343	15,248	14,9856	14,9157	15,5166	NaN	13,975	13,5403	15,897	15,9824	12,6604	15,6843	14,9375	13,679	15,959	14,5377	13,1983	13,0388	NaN	15,6269	15,9295	14,6079	14,6789	NaN	15,1964	NaN	16,0382	14,0651	15,0604	15,113	NaN	15,4353	16,6172	16,0652	NaN	16,2886	14,523	IGKV1-27	A0A075B6S5	A0A075B6S5;A0A0C4DH67;A0A0C4DH69	KV127_HUMAN	Immunoglobulin kappa variable 1-27
10,9313	10,335	10,5736	12,2307	11,0779	NaN	11,9469	NaN	12,0776	NaN	9,97639	11,8782	12,3074	NaN	NaN	NaN	11,0715	13,8771	12,664	11,8722	10,8559	NaN	NaN	NaN	12,114	12,5477	NaN	11,4332	10,5183	NaN	12,8235	11,5663	11,1155	NaN	11,1347	11,349	NaN	13,9621	NaN	NaN	NaN	12,3264	13,0319	NaN	10,9271	NaN	12,0222	11,8601	NaN	11,394	10,77	NaN	12,5243	NaN	11,6159	10,9933	11,9263	11,8302	NaN	NaN	11,4964	12,1251	11,2831	NaN	NaN	NaN	12,0218	NaN	NaN	NaN	12,3763	9,81686	NaN	NaN	11,7868	NaN	NaN	10,4825	10,9218	NaN	11,9067	NaN	11,3166	10,9592	9,85991	NaN	10,6588	14,0725	11,4395	10,5836	NaN	NaN	11,0108	10,7789	10,8887	14,151	13,5078	12,4122	NaN	NaN	NaN	NaN	NaN	10,3489	11,3578	10,2195	9,58078	NaN	10,9416	9,75681	NaN	NaN	14,5803	11,7354	12,1132	11,3647	NaN	11,5039	13,0131	12,3445	NaN	12,527	11,6142	11,5011	12,4178	11,7025	11,7137	NaN	NaN	11,8089	15,0853	12,8831	12,704	11,9224	13,5511	NaN	11,7989	10,7626	NaN	NaN	11,8542	NaN	NaN	11,2757	11,1673	11,6114	NaN	13,689	11,7883	NaN	12,4051	11,2845	NaN	11,7404	NaN	15,3915	11,5132	IGKV2D-30	A0A075B6S6	A0A075B6S6	KVD30_HUMAN	Immunoglobulin kappa variable 2D-30
14,8839	13,4902	15,1597	16,1985	15,8489	14,7656	14,4532	NaN	13,3738	14,0516	NaN	16,6882	15,8142	NaN	NaN	13,1011	15,6043	14,3996	15,0439	15,2468	14,8144	NaN	NaN	13,9335	13,4436	15,987	NaN	15,1128	NaN	NaN	14,5926	15,1719	15,523	NaN	15,8115	15,4845	NaN	12,5491	15,9584	14,5895	16,1842	17,1643	15,0114	17,0479	16,1958	16,0799	16,2703	17,3453	NaN	14,9784	NaN	NaN	16,1653	NaN	15,4756	16,5449	15,4787	15,2243	15,9299	NaN	NaN	16,8338	16,6649	17,5106	NaN	14,9691	15,6783	NaN	15,6414	14,4884	16,1318	13,0219	17,5478	NaN	15,2207	NaN	15,202	14,825	14,7635	NaN	16,6193	NaN	NaN	NaN	NaN	NaN	15,2384	16,1221	NaN	NaN	NaN	16,2923	NaN	15,9034	NaN	17,0344	16,5814	NaN	17,3366	NaN	NaN	13,9522	14,8287	15,4692	NaN	14,9553	11,5094	NaN	NaN	NaN	NaN	NaN	16,9804	16,0476	17,1747	18,0041	17,2046	16,5942	NaN	17,111	16,0811	16,9805	15,6889	15,1418	15,9133	NaN	NaN	NaN	16,9354	16,8686	NaN	15,7396	15,5194	14,4408	16,4731	NaN	16,0544	NaN	NaN	15,8542	16,5075	16,4035	16,3913	14,3863	16,7733	NaN	15,8184	18,488	16,2478	16,4185	NaN	16,1588	15,9638	16,3809	15,7053	16,3398	15,5839	IGKV1-37;IGKV1D-37	A0A075B6S9;P0DSN7	A0A075B6S9;P0DSN7	KV137_HUMAN;KVD37_HUMAN	Probable non-functional immunoglobulinn kappa variable 1-37
12,2821	13,5325	NaN	11,8592	11,2851	10,9303	NaN	NaN	NaN	NaN	NaN	10,8643	NaN	NaN	NaN	NaN	13,4532	11,6935	12,5778	12,0469	12,9003	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,9388	NaN	NaN	NaN	13,0432	NaN	12,6306	13,2538	NaN	NaN	NaN	NaN	11,9813	12,3483	11,9578	13,0231	10,7364	12,494	12,3058	12,0763	NaN	10,4548	NaN	12,9371	NaN	NaN	12,6136	11,4475	NaN	NaN	11,8452	11,6791	13,04	12,216	NaN	12,7513	NaN	11,9582	NaN	NaN	NaN	12,2184	12,996	12,5155	11,4771	NaN	NaN	13,2373	NaN	NaN	NaN	NaN	11,8331	11,8758	NaN	NaN	NaN	NaN	11,527	12,2613	NaN	11,9246	NaN	13,2607	13,1049	11,7998	13,2594	12,88	NaN	13,6735	NaN	12,3599	NaN	NaN	NaN	NaN	13,037	NaN	NaN	12,5674	11,8514	NaN	NaN	NaN	NaN	13,0687	13,7364	13,2461	11,6602	12,123	12,9548	13,3948	14,0769	12,0708	12,362	11,986	12,4584	13,2165	NaN	NaN	11,5263	12,0278	12,3011	13,1675	12,2029	NaN	13,0315	NaN	12,1473	NaN	NaN	11,848	11,9258	11,6381	13,0546	NaN	13,1437	NaN	12,7919	12,587	12,4826	12,8819	NaN	14,0066	13,4802	12,5588	12,8779	13,1199	13,2018	IGLV5-45	A0A087WSX0	A0A087WSX0	LV545_HUMAN	Immunoglobulin lambda variable 5-45
17,5129	16,7844	17,8966	18,0046	17,9668	17,4755	17,4701	13,2978	15,9127	17,7386	15,6344	17,4235	18,0716	16,6123	15,7122	18,0901	17,7362	18,1169	17,8617	17,2258	18,2674	16,8366	13,3409	16,4126	16,6847	18,3279	NaN	17,5699	17,222	16,5974	16,7276	16,8453	17,6473	16,96	16,9348	17,9467	16,2042	16,3213	18,005	17,3845	17,6287	19,1177	17,547	18,7726	18,4717	17,8147	18,8685	19,1322	17,3352	17,0838	16,8896	15,3944	17,6928	17,5897	18,5471	19,0595	18,3927	18,0797	18,4675	16,8561	16,6941	18,3055	19,0802	18,1404	15,9049	16,7736	18,0222	15,2492	18,0409	16,9465	17,9791	15,8163	18,3861	17,5925	17,466	16,6428	18,0416	16,7066	16,9643	15,7226	18,1415	17,1601	16,8113	16,1861	16,2973	14,6768	18,3675	20,1977	15,549	16,3245	15,5142	18,5305	17,1334	17,6312	16,5624	18,8371	19,0234	17,8777	18,5968	14,723	17,0099	15,8303	16,4164	16,9654	14,7785	17,2682	15,8606	13,6872	17,332	14,8691	12,9177	18,4124	18,3939	18,5836	18,5645	19,2531	18,5688	18,9488	19,0036	18,7289	18,5259	19,5518	18,9806	18,3689	18,5378	17,5762	19,1454	16,9139	18,5896	19,6394	17,4999	18,4332	19,2012	17,9727	18,1497	14,115	17,7793	16,9795	13,158	17,6596	19,0021	18,0755	17,8769	17,8374	19,0209	17,8325	18,1071	18,54	17,9503	18,8229	18,1641	18,3181	17,7366	17,3191	17,807	18,6687	18,0165	IGKV3D-15	A0A087WSY6	A0A087WSY6	KVD15_HUMAN	Immunoglobulin kappa variable 3D-15
14,2994	13,6975	15,459	16,2755	16,4076	15,0913	13,5126	17,2623	14,1446	14,4785	13,4442	17,366	16,6112	15,899	17,0612	17,4379	18,6654	18,7383	17,3865	16,6935	17,7481	16,7862	12,54	16,4243	15,9214	17,7311	NaN	16,5744	15,9282	13,968	13,2917	14,2912	14,2667	17,2601	17,1558	15,6837	15,4723	18,1828	18,9385	18,8851	18,9018	19,3042	13,7874	18,0476	15,8383	19,3633	18,9792	19,6835	18,0132	16,8818	17,5634	14,1567	18,4738	18,6688	18,383	18,4149	19,9674	17,4553	17,9798	16,6874	15,4859	17,0993	18,2498	19,5267	17,0037	16,8198	17,5987	15,2968	15,0432	16,4989	15,7384	11,9649	15,9952	16,3812	15,3324	15,9649	15,8832	14,9956	14,8212	13,9957	17,8109	15,8276	15,471	14,6793	14,8879	14,4403	15,8059	16,4257	17,1314	17,2708	13,8023	17,7698	16,7054	15,1161	16,8559	19,4643	19,1445	19,3476	19,2403	15,3332	17,5492	16,2407	16,8148	17,6392	16,1264	13,5375	15,0545	14,8801	16,3364	15,393	14,7136	18,1364	19,423	16,4442	19,2856	18,3677	17,9877	16,5324	16,7564	17,8349	19,3459	19,84	18,2798	17,4938	18,181	18,0429	19,6087	15,3236	17,871	18,7041	18,3594	19,6038	17,7695	17,1153	19,6178	14,3068	16,0402	15,3781	14,5268	16,2342	17,6478	19,9773	19,5569	17,3106	18,4496	17,0906	16,8243	16,4123	17,3736	20,1859	18,8433	19,7138	18,2043	19,8269	20,0411	18,7132	20,2247	IGKV2-40;IGKV2D-40	A0A087WW87;P01614	P01614;A0A087WW87	KV240_HUMAN;KVD40_HUMAN	Immunoglobulin kappa variable 2-40
17,481	16,3991	18,4887	19,1739	19,0677	17,6913	15,5078	15,2162	15,3316	16,8547	NaN	18,8348	18,5008	16,0378	19,899	18,5305	18,4417	15,3772	17,6665	17,0837	17,868	20,3742	18,2568	NaN	15,6207	18,1266	18,2836	17,3634	15,6178	16,9386	16,2027	15,3874	18,0737	17,6408	17,7681	17,1882	13,0133	15,9131	16,2712	15,94	17,2909	19,2003	17,691	18,7485	18,8119	17,7323	17,7071	19,7606	15,5045	16,6548	13,9548	18,8855	16,4756	21,029	18,2918	18,6637	17,0936	18,0924	16,5766	15,546	14,1421	17,381	16,7166	19,4318	15,8236	15,5528	16,9224	18,0331	17,7601	NaN	16,3781	15,0063	17,7479	14,256	16,1974	18,6676	17,8233	16,0197	15,9333	17,7739	17,5642	18,2178	14,2951	16,0739	14,8492	15,6657	17,9279	17,9569	17,7658	12,7297	14,1239	17,9697	14,1372	17,2766	16,8445	19,7391	18,4423	16,0304	17,705	16,6663	18,5193	13,4223	15,7822	16,7955	20,9041	17,1025	11,8015	19,9467	15,284	NaN	17,8316	17,7678	18,889	18,663	18,7837	19,3841	18,7109	18,9829	18,0567	19,0708	18,741	19,5677	19,0769	18,681	19,3781	17,4387	18,4323	20,1473	20,0294	19,0221	15,8626	19,4871	18,0086	16,8524	17,2787	16,4398	18,0101	15,9635	19,0463	18,7451	18,7781	18,5376	18,9287	15,1124	19,9001	16,6503	18,7555	18,161	19,6904	19,9653	18,2397	19,4901	19,6596	18,7314	18,1872	18,8232	19,4048	IGKV3-11;IGKV3D-11	A0A0A0MRZ8;P04433	P04433;A0A0A0MRZ8	KV311_HUMAN;KVD11_HUMAN	Immunoglobulin kappa variable 3D-11
15,4379	14,6732	14,341	14,8029	14,3008	13,8228	14,1997	13,9566	13,9638	14,5933	12,9386	15,2576	15,8919	13,7936	13,9581	13,9952	15,5742	14,6412	15,1538	14,7482	15,27	14,5908	14,8943	13,2309	14,5972	13,6061	NaN	14,05	15,1664	14,2281	15,5491	13,6368	13,8348	15,3271	15,7251	13,8953	14,1791	15,2721	14,7565	13,7517	15,3889	14,3483	14,988	15,8574	14,2141	15,6409	14,9596	15,4764	14,0059	15,7217	14,0564	15,2322	14,3545	14,821	15,2822	14,9242	14,6755	14,8426	14,3516	15,1526	14,6185	14,8257	14,3994	16,232	13,8018	13,2089	15,4517	14,4799	13,8218	14,7428	14,7675	13,5376	13,7257	13,7692	14,3936	15,0051	13,1568	14,1286	13,937	14,1413	14,1431	14,7523	13,8562	14,6657	14,9237	13,9594	14,9539	14,1728	14,9907	13,9216	13,0345	15,8005	14,9236	13,8213	13,4893	16,1109	14,3313	14,1642	14,7239	14,4062	14,5373	14,3435	12,9222	14,763	14,1007	14,406	13,9355	14,9279	14,6543	14,0866	13,983	14,5928	15,1601	15,8005	15,1132	14,2496	15,9495	15,134	15,1883	16,0334	15,29	13,4332	14,7173	14,6257	15,1867	15,5262	14,8569	15,2855	15,0736	15,1484	15,6295	15,4964	15,2783	14,4929	15,8639	14,1033	13,89	14,0226	14,2956	15,9454	14,1775	14,3448	15,2767	14,5046	14,8318	14,6614	15,0102	15,3457	14,486	15,7425	NaN	15,6717	16,1896	15,9983	14,6976	16,0313	14,0029	IGHV3-49	A0A0A0MS15	A0A0A0MS15;A0A0B4J1V6	HV349_HUMAN	Immunoglobulin heavy variable 3-49
12,4798	12,2292	12,6365	12,9221	13,0777	10,9502	11,8565	NaN	12,1031	11,0391	8,70473	14,2814	13,8109	NaN	NaN	NaN	14,8002	NaN	14,4153	14,1359	14,7136	NaN	NaN	NaN	NaN	12,1918	NaN	NaN	NaN	NaN	13,2325	9,98409	14,0235	NaN	15,9023	12,5865	NaN	NaN	NaN	11,5822	13,1827	17,9173	12,4392	14,8261	14,8163	15,4446	12,0279	15,2087	12,5581	13,3312	NaN	NaN	NaN	NaN	13,3505	14,069	13,4663	13,8426	13,4828	11,1324	NaN	12,0982	12,2129	13,6902	NaN	12,3172	12,0289	NaN	12,3286	11,2921	12,8283	11,8192	15,5998	NaN	11,5438	NaN	13,2861	11,6965	12,1627	NaN	14,1754	NaN	10,2466	NaN	12,2963	NaN	12,2611	13,2937	NaN	NaN	NaN	16,2946	NaN	12,6845	10,0077	15,8412	13,5541	NaN	NaN	NaN	NaN	NaN	11,0958	13,604	NaN	11,7833	NaN	NaN	11,6214	NaN	NaN	12,683	14,0043	15,1347	16,1958	14,8928	15,7384	14,8145	13,4518	15,2862	16,7848	14,3651	14,0489	14,2298	14,264	NaN	11,7606	NaN	14,3892	16,006	NaN	15,6058	12,4209	12,2995	15,1609	NaN	12,5066	11,6587	NaN	NaN	15,3574	11,6495	15,2303	11,4677	13,7862	NaN	16,0516	14,1823	14,9134	16,2334	NaN	16,7858	13,3855	16,7379	16,2369	16,4807	12,1779	IGLV1-36	A0A0B4J1U3	A0A0B4J1U3	LV136_HUMAN	Immunoglobulin lambda variable 1-36
17,2634	16,8092	15,7509	15,6149	16,6573	15,347	16,0218	16,1699	15,5098	16,0364	14,849	16,9047	17,4922	15,1379	14,5423	15,7764	17,559	16,1091	17,3042	16,8894	17,3631	16,6036	14,5119	15,2423	15,4755	15,5917	NaN	15,6378	15,4529	14,7631	17,543	15,2182	16,2676	17,3107	17,2076	16,4111	16,0105	16,9852	16,5226	15,8685	16,5915	17,16	17,0797	19,058	16,641	16,8507	18,3143	17,9173	15,9707	16,557	15,4751	14,3379	16,1918	16,6294	16,6599	17,4984	16,3772	16,9305	16,8248	17,1647	15,9822	18,014	17,0463	17,4999	14,9545	15,1313	16,7509	15,521	16,5066	16,4804	16,6809	15,3635	16,0486	15,1774	16,7036	17,2138	15,6245	15,5127	15,3729	14,0165	16,3322	15,6289	16,2376	16,6275	15,5875	14,2431	16,3125	16,7437	15,6621	15,2772	15,1547	19,1733	16,9203	16,5109	16,3716	17,1656	15,8576	17,6203	16,3094	15,2539	15,691	15,8986	14,9358	16,229	15,2593	14,2034	15,5136	16,081	15,4236	14,8363	NaN	15,7151	16,9749	16,3399	17,0093	16,6472	17,38	16,023	16,8002	18,4839	17,9984	15,6496	15,4061	16,456	16,8584	17,6972	16,267	15,9591	17,3116	17,5304	15,6677	16,6751	16,016	16,2833	15,0762	14,7175	16,3815	15,3412	14,0229	17,7936	17,2191	16,5729	15,5627	15,9167	17,2352	16,0325	16,9102	17,8112	16,3736	14,4883	16,1376	16,6389	17,3715	17,3138	16,333	15,2772	15,9716	IGHV6-1	A0A0B4J1U7	A0A0B4J1U7	HV601_HUMAN	Immunoglobulin heavy variable 6-1
17,9399	17,574	17,4998	18,418	17,4332	16,7359	16,7606	16,7518	16,4123	17,0365	16,764	18,3747	18,6936	16,1131	17,235	17,2864	18,6314	17,6237	18,4558	18,5821	18,2923	17,9756	16,6034	16,6908	17,4071	17,2634	NaN	17,2922	18,1223	15,6823	17,9723	16,6022	17,4134	18,3363	17,4507	17,1469	17,4134	18,2053	18,2178	16,6331	19,7799	17,7784	18,0782	18,7899	17,865	19,5869	18,0819	17,9548	17,1266	17,232	17,2612	18,1591	17,519	18,2965	19,2	18,0497	17,7392	18,353	18,1745	17,2656	17,3311	18,3222	17,7757	19,6845	17,4684	16,5529	18,0077	17,1291	17,3676	17,4681	17,5193	16,2134	16,9435	16,866	16,9771	17,4695	17,0138	17,2765	17,1155	16,4924	18,2702	17,0145	17,0226	17,8007	17,5716	16,1059	17,9055	17,826	16,9937	16,4925	16,38	19,1006	17,1812	17,8877	17,5721	18,6284	17,2198	18,5802	17,8042	17,0076	17,0627	17,8232	16,3742	17,9549	17,865	16,8816	17,5468	17,62	17,1959	16,6413	15,2587	17,6109	17,9701	18,3001	17,3991	17,4297	18,3765	17,7692	18,5217	18,5928	18,3638	17,5532	17,2156	17,4114	18,3827	18,9276	17,8706	18,114	18,1138	18,6922	17,3174	18,9439	17,3213	17,2647	18,3578	16,8343	17,5688	17,0999	17,1619	18,514	17,435	17,8551	18,6861	18,0303	18,603	17,0212	17,5801	18,6556	17,0593	18,0547	17,2372	18,2732	18,8547	19,3013	18,7381	19,8648	17,6952	IGHV3-15	A0A0B4J1V0	A0A0B4J1V0	HV315_HUMAN	Immunoglobulin heavy variable 3-15
14,9199	12,6912	NaN	12,037	13,0263	11,862	NaN	NaN	11,1477	12,0257	10,0436	13,7552	13,0356	NaN	NaN	NaN	14,6704	NaN	14,0551	13,7152	13,8848	NaN	NaN	NaN	NaN	10,6174	NaN	9,60973	NaN	NaN	14,3521	NaN	11,4966	NaN	12,4322	12,3998	NaN	12,9055	14,0949	11,301	13,8529	13,7351	13,3709	14,4282	12,2252	16,9536	11,9171	14,2539	11,0018	12,3425	11,6734	NaN	12,4185	NaN	13,3005	13,8982	11,6809	13,6515	13,0758	NaN	11,253	12,2615	12,1832	13,1144	NaN	NaN	NaN	NaN	12,707	13,1338	12,8055	12,2514	NaN	NaN	10,726	NaN	NaN	11,4238	10,9005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,6905	13,0338	NaN	NaN	9,99406	15,3028	NaN	12,7855	13,113	14,0277	12,2701	NaN	12,1068	NaN	NaN	11,3339	11,64	12,7035	NaN	11,8507	NaN	11,3211	12,1036	9,94499	NaN	NaN	13,1823	15,6703	15,5521	15,3515	15,2623	14,2408	NaN	14,0172	15,6742	13,9643	13,8436	13,8023	13,8196	NaN	11,9459	NaN	13,9346	14,5209	12,1462	16,5731	12,4298	NaN	14,0867	NaN	12,203	NaN	NaN	13,6218	14,4758	13,1912	15,5182	12,8628	16,5322	NaN	15,9374	14,073	14,2688	15,5892	NaN	14,9969	17,5814	15,2633	14,699	16,5044	13,8692	IGHV2-26	A0A0B4J1V2	A0A0B4J1V2	HV226_HUMAN	Immunoglobulin heavy variable 2-26
12,3358	12,4395	11,5063	12,6401	12,3961	11,3439	11,4367	11,5372	10,9004	12,1298	11,1735	13,005	13,5079	10,8418	11,4167	NaN	12,4708	12,1288	12,119	11,2787	12,4348	12,679	NaN	11,3959	11,4455	11,2772	NaN	11,4355	12,8714	NaN	12,9069	11,7614	12,3512	12,814	12,4212	11,9642	12,2452	11,9256	11,7187	NaN	12,5613	11,8961	12,6687	13,0796	12,7418	NaN	12,5279	11,9142	12,9414	12,3351	11,3069	13,6215	NaN	12,7806	13,1298	11,1874	11,6217	11,5598	12,2629	12,716	12,4141	12,2332	11,5242	13,2307	10,9213	11,2946	13,3055	11,8496	NaN	12,0869	12,3084	10,7793	11,6539	11,6423	12,8909	12,3045	11,4912	11,768	11,9547	10,9069	12,9513	12,2941	12,7523	12,1312	13,1377	10,8519	12,6916	13,0349	12,1118	11,5005	11,7241	12,4125	12,791	11,6066	10,7694	11,8902	13,6057	12,7323	11,8484	12,1758	11,2931	11,8499	NaN	11,2307	12,2684	11,219	12,1106	11,6873	12,1005	11,3565	NaN	10,5349	12,1568	12,4117	10,9969	11,3777	11,6211	13,0068	14,0519	12,9941	12,2497	11,4293	11,646	10,4754	11,531	13,5958	12,5536	NaN	NaN	12,4756	11,912	11,0647	11,7954	11,8452	13,0169	NaN	12,1615	12,0754	NaN	12,8634	12,1047	10,7074	NaN	11,5967	12,4326	11,8021	12,9883	12,6181	11,8788	NaN	NaN	12,9176	NaN	11,7471	NaN	11,5252	NaN	IGHV3-73	A0A0B4J1V6	A0A0B4J1V6	HV373_HUMAN	Immunoglobulin heavy variable 3-73
